0.0125,34.0566,0.0125
0.025,34.2536,0.0249994
0.0375,34.4224,0.0374982
0.05,34.6429,0.0499973
0.0625,34.867,0.0625095
0.075,35.1173,0.0750059
0.0875,35.3988,0.0874979
0.1,35.7159,0.0999976
0.1125,36.0603,0.112503
0.125,36.4199,0.125001
0.1375,36.8397,0.137501
0.15,37.2999,0.149991
0.1625,37.8234,0.16249
0.175,38.4155,0.174989
0.1875,39.1025,0.187508
0.2,39.9189,0.199993
0.2125,40.8627,0.212498
0.225,42.0019,0.225004
0.2375,43.4257,0.237497
0.25,45.1693,0.250007
0.2625,47.4597,0.26251
0.275,50.5891,0.27499
0.2875,55.1122,0.287529
0.3,62.3562,0.300015
0.3125,75.9335,0.312535
0.325,109.393,0.324689
0.3375,182.297,0.330385
