0.0125,34.5346,0.0125009
0.025,34.743,0.0250012
0.0375,34.9824,0.0375
0.05,35.26,0.0499947
0.0625,35.5855,0.0625036
0.075,35.9333,0.0750036
0.0875,36.3685,0.0875015
0.1,36.8803,0.10001
0.1125,37.4982,0.112496
0.125,38.2838,0.124994
0.1375,39.3546,0.137502
0.15,41.0241,0.149989
0.1625,49.78,0.162222
0.175,66.0185,0.172104
