0.025,6.78906,0.025
0.05,6.78906,0.05
0.075,6.7878,0.0749969
0.1,6.79001,0.0996031
0.125,6.79054,0.125044
0.15,6.78906,0.15
0.175,6.78852,0.174997
0.2,6.79046,0.199647
0.225,6.78782,0.225353
0.25,6.78906,0.250401
0.275,6.78839,0.274956
0.3,6.78999,0.300047
0.325,6.78821,0.325353
0.35,6.78906,0.35
0.375,6.78906,0.375
0.4,6.78976,0.399647
0.425,6.78906,0.425
0.45,6.78906,0.45
0.475,6.78965,0.474647
0.5,6.78851,0.499953
0.525,6.78941,0.525044
0.55,6.78906,0.55
0.575,6.78955,0.574647
0.6,6.7886,0.599953
0.625,6.78906,0.625
0.65,6.78906,0.65
0.675,6.78879,0.674956
0.7,6.78893,0.699997
0.725,6.78906,0.725
0.75,6.78906,0.75
0.775,6.78906,0.775
0.8,6.78894,0.799997
0.825,6.78918,0.825003
0.85,6.78906,0.85
0.875,6.78906,0.875
0.9,6.78906,0.8996
0.925,6.78936,0.925047
0.95,6.78906,0.95
0.975,6.78906,0.975
1,6.78916,0.999603
1.025,249.079,1.0002
1.05,375.232,1.00055
1.075,429.978,1.00212
